pkg_order,num_actions,unique_actions,action_diversity,action_sequence_str,shop_id,shop_type_name_x,shop_status_name_x,shop__seniority_x,shop__categories_x,address__ward_name_x,address__district_name_x,address__province_name_x,shop_type_name_y,seniority_group,shop_status_name_y,shop__seniority_y,shop__categories_y,address__ward_name_y,address__district_name_y,address__province_name_y
1579552688,14,10,0.7142857142857143,changePackageStatus → assignCodPicking → updateDelayPickingByCod → confirmTmpPickedPackageStatus → PickupBill → assignCodPicking → updatePickedByCod → PickupBill → confirmTmpPickedPackageStatus → distributorCfmDeliver → RefundBill → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → distributorCfmDeliver,83675c8e-028f-43ad-b432-3b5cf8a57c8c,Standard (C2C),Đang làm việc,7,,Xã Ba Vì,Huyện Ba Tơ,Quảng Ngãi,Standard (C2C),Nhóm 1 - Mới,Đang làm việc,7,,Xã Ba Vì,Huyện Ba Tơ,Quảng Ngãi
1845749231,13,10,0.7692307692307693,changePackageStatus → changeCodForPackagesInCart → assignCodPicking → updateDelayPickingByCod → confirmTmpPickedPackageStatus → PickupBill → assignCodPicking → updatePickedByCod → PickupCrossProvinceBill → PickupBill → confirmTmpPickedPackageStatus → smartScaleScanningPackage → printfPackage,27c32028-c96e-490b-b625-c7de95cb2350,Standard (C2C),Đang làm việc,0,"[""accessories_new""]",Thị trấn Ba Tơ,Huyện Ba Tơ,Quảng Ngãi,Standard (C2C),Nhóm 1 - Mới,Đang làm việc,0,"[""accessories_new""]",Thị trấn Ba Tơ,Huyện Ba Tơ,Quảng Ngãi
1772906225,12,10,0.8333333333333334,NVBCTakeAPhotoDelivery → NVBCConfirmImageWorkshift → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → verifySessionPackage → saveSealForSpecialPackage → saveIsfrageImages → saveSealForSpecialPackage → saveIsfrageImages → putPackages2Bag → putInBox,575dcdc4-9972-4aa6-8d2e-cbaf754489d4,Brand,Đang làm việc,10,,Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội,Brand,Nhóm 1 - Mới,Đang làm việc,10,,Thị trấn Chúc Sơn,Chương Mỹ,Hà Nội
1571672060,17,9,0.5294117647058824,distributorCfmDeliver → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → verifySessionPackage → saveIsfrageImages → verifySessionPackage → RefundBill → confirmTmpDeliveredPackageStatus → verifySessionPackage → verifySessionPackage → verifySessionPackage → verifySessionPackage → verifySessionPackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5abb4511-04e4-4258-b07f-14ac0a0a0269,Pro (B2C),Đang làm việc,88,[],Xã Xuân Quan,Huyện Văn Giang,Hưng Yên,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,88,[],Xã Xuân Quan,Huyện Văn Giang,Hưng Yên
1395852183,12,9,0.75,assignCodPicking → confirmTmpPickedPackageStatus → updatePickedByCod → PickupBill → PickupCrossProvinceBill → putPackages2Bag → smartScaleScanningPackage → smartScaleScanningPackage → takeOutPackages2Bag → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,39aa6505-88be-45de-9c87-eb5580372dcd,Standard (C2C),Đang làm việc,19,"[""dry_food""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước,Standard (C2C),Nhóm 2 - Trung bình,Đang làm việc,19,"[""dry_food""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước
1122976066,9,9,1.0,RefundBill → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → privateNotePackage → updateDeliverWorkshiftByCod → printfPackage → verifySessionPackage → saveIsfrageImages → distributorCfmDeliver,5e8b047c-fff4-4450-ac15-46630a6e4c46,Pro (B2C),Đang làm việc,63,"[""fashion_new""]",,Quận Đống Đa,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,63,"[""fashion_new""]",,Quận Đống Đa,Hà Nội
1716558409,10,9,0.9,distributorCfmDeliver → privateNotePackage → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → updateDeliverWorkshiftByCod → printfPackage → verifySessionPackage → NVBCTakeAPhotoDelivery → distributorCfmDeliver,6268c7cc-e8cc-48b5-b7b9-43250a6e4d53,Top Brand,Đang làm việc,38,[],Phường Phước Long A,Quận 9,TP Hồ Chí Minh,Top Brand,Nhóm 3 - Lâu năm,Đang làm việc,38,[],Phường Phước Long A,Quận 9,TP Hồ Chí Minh
1391170063,20,9,0.45,updateDeliverWorkshiftByCod → distributorCfmDeliver → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → updateDelayDeliveringByCod → RefundBill → confirmTmpDeliveredPackageStatus → distributorCfmDeliver → RefundBill → confirmTmpDeliveredPackageStatus → updateNotDeliveredByCod → verifySessionPackage → verifySessionPackage → verifySessionPackage → verifySessionPackage → confirmIssueHandovers → feedbackReDelivery → feedbackReDelivery → distributorCfmDeliver,67c03a1e-178c-472d-b2bf-e38a0a6e4e65,Pro (B2C),Đang làm việc,4,,Phường Hoàng Văn Thụ,Thành phố Thái Nguyên,Thái Nguyên,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,4,,Phường Hoàng Văn Thụ,Thành phố Thái Nguyên,Thái Nguyên
1675131291,13,9,0.6923076923076923,verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver → verifySessionPackage → changePackageStatus → RefundBill → verifySessionPackage → verifySessionPackage → verifySessionPackage → privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,67a3289c-7064-4259-a3c9-40af0a6e4c3d,Pro (B2C),Đang làm việc,4,"[""others""]",Xã Đồng Thịnh,Huyện Sông Lô,Vĩnh Phúc,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,4,"[""others""]",Xã Đồng Thịnh,Huyện Sông Lô,Vĩnh Phúc
1389779439,9,9,1.0,verifySessionPackage → changeDelieverCartId → changeCustomerFirstAddress → changeCustomerLastAddress → changeTransferStation → editPackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,6094df96-15dc-43a3-a030-4fcc0a6e4c24,Pro (B2C),Đang làm việc,50,"[""fashion_new""]",Phường An Lộc,Thị xã Bình Long,Bình Phước,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,50,"[""fashion_new""]",Phường An Lộc,Thị xã Bình Long,Bình Phước
1749996483,12,9,0.75,verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver → verifySessionPackage → distributorCfmDeliver → changePackageStatus → RefundBill → verifySessionPackage → privateNotePackage → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,66612d3e-c374-48b4-88dd-45900a6e4cd3,Pro (B2C),Đang làm việc,12,,Phường Ninh Phúc,Thành phố Hoa Lư,Ninh Bình,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,12,,Phường Ninh Phúc,Thành phố Hoa Lư,Ninh Bình
1346966417,9,8,0.8888888888888888,confirmTmpPickedPackageStatus → PickupBill → updatePickedByCod → saveSealForSpecialPackage → saveIsfrageImages → putPackages2Bag → smartScaleScanningPackage → saveIsfrageImages → putInBox,38da8f9d-1656-417b-b62d-62258d128bdc,Top Brand,Đang làm việc,13,,Phường Tân Phú,Quận 9,TP Hồ Chí Minh,Top Brand,Nhóm 2 - Trung bình,Đang làm việc,13,,Phường Tân Phú,Quận 9,TP Hồ Chí Minh
1380232614,10,8,0.8,assignCodPicking → PickupBill → confirmTmpPickedPackageStatus → PickupCrossProvinceBill → updatePickedByCod → putPackages2Bag → putPackages2Bag → smartScaleScanningPackage → smartScaleScanningPackage → assignBagWithIdentifyBag,39aa6505-88be-45de-9c87-eb5580372dcd,Standard (C2C),Đang làm việc,19,"[""dry_food""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước,Standard (C2C),Nhóm 2 - Trung bình,Đang làm việc,19,"[""dry_food""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước
1063662928,16,8,0.5,distributorCfmDeliver → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → distributorCfmDeliver → RefundBill → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateNotDeliveredByCod → RefundBill → verifySessionPackage → verifySessionPackage → putPackages2Bag → assignBagWithIdentifyBag,e26718b7-7c61-4643-9c72-14bd649effe4,Pro (B2C),Đang làm việc,12,,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP Hồ Chí Minh,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,12,,Xã Vĩnh Lộc A,Huyện Bình Chánh,TP Hồ Chí Minh
1117324835,18,8,0.4444444444444444,verifySessionPackage → verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver → smartScaleScanningPackage → distributorCfmDeliver → verifySessionPackage → distributorCfmDeliver → verifySessionPackage → updateTmpDeliveringStatus → verifySessionPackage → updateNotDeliveredByCod → RefundBill → confirmTmpDeliveredPackageStatus → verifySessionPackage → verifySessionPackage → verifySessionPackage → verifySessionPackage,65fbad31-e050-4492-a661-46010a6e4ec7,Pro (B2C),Đang làm việc,15,"[""others""]",Xã Hải Lựu,Huyện Sông Lô,Vĩnh Phúc,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,15,"[""others""]",Xã Hải Lựu,Huyện Sông Lô,Vĩnh Phúc
1627563402,17,8,0.47058823529411764,distributorCfmDeliver → confirmTmpDeliveredPackageStatus → RefundBill → updateDelayDeliveringByCod → distributorCfmDeliver → updateDelayDeliveringByCod → RefundBill → confirmTmpDeliveredPackageStatus → distributorCfmDeliver → RefundBill → confirmTmpDeliveredPackageStatus → updateNotDeliveredByCod → verifySessionPackage → verifySessionPackage → verifySessionPackage → putPackages2Bag → assignBagWithIdentifyBag,97cbef63-bd1e-4dfe-b862-407f6b3e9958,Pro (B2C),Đang làm việc,6,,Phường La Khê,Quận Hà Đông,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,6,,Phường La Khê,Quận Hà Đông,Hà Nội
1173193059,12,8,0.6666666666666666,assignCodPicking → updatePickedByCod → PickupCrossProvinceBill → PickupBill → confirmTmpPickedPackageStatus → putPackages2Bag → putPackages2Bag → putPackages2Bag → putPackages2Bag → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,60dc257e-af34-46b6-9d23-4f110a6e4d58,Standard (C2C),Đang làm việc,48,"[""cosmetics""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,48,"[""cosmetics""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước
1351872808,15,8,0.5333333333333333,distributorCfmDeliver → NVBCConfirmImageWorkshift → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → updateDeliverCod → editPackage → NVBCConfirmImageWorkshift → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → NVBCConfirmImageWorkshift → RefundBill → confirmTmpDeliveredPackageStatus → updateNotDeliveredByCod,b8b26876-c113-4c10-a6fe-0d81e0e8b6f5,Pro (B2C),Đang làm việc,4,,Phường Hạ Đình,Quận Thanh Xuân,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,4,,Phường Hạ Đình,Quận Thanh Xuân,Hà Nội
1542433960,9,8,0.8888888888888888,updateDeliverWorkshiftByCod → printfPackage → privateNotePackage → changeAttributeForSurplus → NVBCTakeAPhotoDelivery → updateDeliverWorkshiftByCod → checkPackageSealScanned → saveIsfrageImages → distributorCfmDeliver,5c04d914-ce90-4cab-8779-a15d0a0a0214,Standard (C2C),Đang làm việc,79,"[""home_appliances""]",,Quận Hoàng Mai,Hà Nội,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,79,"[""home_appliances""]",,Quận Hoàng Mai,Hà Nội
1010189488,15,8,0.5333333333333333,verifySessionPackage → NVBCTakeAPhotoDelivery → distributorCfmDeliver → verifySessionPackage → verifySessionPackage → distributorCfmDeliver → confirmTmpDeliveredPackageStatus → RefundBill → updateDelayDeliveringByCod → verifySessionPackage → saveIsfrageImages → verifySessionPackage → distributorCfmDeliver → privateNotePackage → privateNotePackage,d0fd59ea-0c18-46fe-b25d-19efdd8828e4,Pro (B2C),Đang làm việc,36,"[""accessories_new""]",Thị trấn Tủa Chùa,Huyện Tủa Chùa,Điện Biên,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,36,"[""accessories_new""]",Thị trấn Tủa Chùa,Huyện Tủa Chùa,Điện Biên
1535508447,19,8,0.42105263157894735,verifySessionPackage → verifySessionPackage → distributorCfmDeliver → verifySessionPackage → verifySessionPackage → NVBCTakeAPhotoDelivery → distributorCfmDeliver → verifySessionPackage → verifySessionPackage → distributorCfmDeliver → updateDelayDeliveringByCod → RefundBill → confirmTmpDeliveredPackageStatus → distributorCfmDeliver → updateNotDeliveredByCod → RefundBill → confirmTmpDeliveredPackageStatus → verifySessionPackage → privateNotePackage,d69c117f-0535-4ea0-9bb4-72c930554984,Pro (B2C),Đang làm việc,3,"[""fragile""]",Xã Kim Lan,Gia Lâm,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,3,"[""fragile""]",Xã Kim Lan,Gia Lâm,Hà Nội
1294608694,15,8,0.5333333333333333,changePackageStatus → changeCodForPackagesInCart → assignCodPicking → confirmTmpPickedPackageStatus → PickupBill → updateDelayPickingByCod → assignCodPicking → PickupBill → confirmTmpPickedPackageStatus → updateDelayPickingByCod → changePackageStatus → updatePickedByCod → PickupCrossProvinceBill → PickupBill → confirmTmpPickedPackageStatus,619db17e-724c-4789-91ba-49da0a6e4c24,Standard (C2C),Đang làm việc,43,"[""accessories"",""voucher""]",Thị trấn Ba Tơ,Huyện Ba Tơ,Quảng Ngãi,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,43,"[""accessories"",""voucher""]",Thị trấn Ba Tơ,Huyện Ba Tơ,Quảng Ngãi
1311984645,9,8,0.8888888888888888,verifySessionPackage → verifySessionPackage → changeDelieverCartId → changeCustomerFirstAddress → editPackage → updateShipMoney → changeCustomerLastAddress → putPackages2Bag → assignBagWithIdentifyBag,98b7fd3e-d421-4bd9-8552-5df1ece348e1,Pro (B2C),Đang làm việc,33,"[""fashion_new"",""others""]",Phường Yên Thịnh,Thành phố Yên Bái,Yên Bái,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,33,"[""fashion_new"",""others""]",Phường Yên Thịnh,Thành phố Yên Bái,Yên Bái
1776297830,9,8,0.8888888888888888,verifySessionPackage → editPackage → changeCustomerFirstAddress → changeCustomerLastAddress → changeDelieverCartId → printfPackage → verifySessionPackage → putPackages2Bag → assignBagWithIdentifyBag,61d3a32a-33b7-4ec0-b5c9-a2e99806083d,Pro (B2C),Đang làm việc,3,,phường Phú Diễn,Quận Từ Liêm,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,3,,phường Phú Diễn,Quận Từ Liêm,Hà Nội
1249223221,16,8,0.5,distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → distributorCfmDeliver → updateNotDeliveredByCod → RefundBill → confirmTmpDeliveredPackageStatus → verifySessionPackage → verifySessionPackage → putPackages2Bag → assignBagWithIdentifyBag,5e840276-e28c-404d-a409-43a00a6e4c25,Pro (B2C),Đang làm việc,63,[],,,TP Hồ Chí Minh,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,63,[],,,TP Hồ Chí Minh
1242387859,14,8,0.5714285714285714,distributorCfmDeliver → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → distributorCfmDeliver → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → updateNotDeliveredByCod → RefundBill → confirmTmpDeliveredPackageStatus → verifySessionPackage → putPackages2Bag → assignBagWithIdentifyBag,5c00f8ea-afe0-4fdf-8cb0-447b0a0a0214,Pro (B2C),Đang làm việc,80,"[""fashion""]",Xã Mỹ Lâm,Huyện Đạ Huoai,Lâm Đồng,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,80,"[""fashion""]",Xã Mỹ Lâm,Huyện Đạ Huoai,Lâm Đồng
1433832536,8,8,1.0,printfPackage → updateDeliverWorkshiftByCod → privateNotePackage → TakeAPhotoSignatureTiktokPackage → DteamTakeAPhotoDeliver → updateTmpDeliveredPostOffice → RefundBill → confirmTmpDeliveredPostOffice,55e20966-d91b-4c02-a4d1-2c4b59256ff9,Standard (C2C),Đang làm việc,1,,Thị trấn Hưng Nguyên,Huyện Hưng Nguyên,Nghệ An,Standard (C2C),Nhóm 1 - Mới,Đang làm việc,1,,Thị trấn Hưng Nguyên,Huyện Hưng Nguyên,Nghệ An
1172010670,16,7,0.4375,updateDeliverWorkshiftByCod → distributorCfmDeliver → confirmTmpDeliveredPackageStatus → RefundBill → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → updateDelayDeliveringByCod → distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateNotDeliveredByCod → RefundBill → verifySessionPackage → verifySessionPackage → verifySessionPackage → verifySessionPackage,667e3c3c-ddd4-4abe-baa8-42be0a6e4c3b,Pro (B2C),Đang làm việc,12,,Phường Minh Khai,Quận Từ Liêm,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,12,,Phường Minh Khai,Quận Từ Liêm,Hà Nội
1126839909,7,7,1.0,confirmTmpPickedPackageStatus → PickupBill → PickupCrossProvinceBill → updatePickedByCod → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5cac52b5-d0d8-4ee9-baee-45130a0a0210,Standard (C2C),Đang làm việc,75,"[""fashion"",""food_others""]",Phường Đông Hưng Thuận,Quận 12,TP Hồ Chí Minh,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,75,"[""fashion"",""food_others""]",Phường Đông Hưng Thuận,Quận 12,TP Hồ Chí Minh
1512589193,9,7,0.7777777777777778,verifySessionPackage → editPackage → changeCustomerFirstAddress → changeDelieverCartId → changeCustomerLastAddress → smartScaleScanningPackage → printfPackage → printfPackage → printfPackage,6094df96-15dc-43a3-a030-4fcc0a6e4c24,Pro (B2C),Đang làm việc,50,"[""fashion_new""]",Phường An Lộc,Thị xã Bình Long,Bình Phước,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,50,"[""fashion_new""]",Phường An Lộc,Thị xã Bình Long,Bình Phước
1525105477,11,7,0.6363636363636364,distributorCfmDeliver → NVBCConfirmImageWorkshift → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → distributorCfmDeliver → saveIsfrageImages → updateDelayDeliveringByCod → RefundBill → confirmTmpDeliveredPackageStatus → updateDeliverWorkshiftByCod,6268c7cc-e8cc-48b5-b7b9-43250a6e4d53,Top Brand,Đang làm việc,38,[],Phường Phước Long A,Quận 9,TP Hồ Chí Minh,Top Brand,Nhóm 3 - Lâu năm,Đang làm việc,38,[],Phường Phước Long A,Quận 9,TP Hồ Chí Minh
1126585650,13,7,0.5384615384615384,updateDeliverWorkshiftByCod → distributorCfmDeliver → RefundBill → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → updateNotDeliveredByCod → confirmTmpDeliveredPackageStatus → RefundBill → verifySessionPackage,62a15262-aba8-4e51-886a-4ffa0a6e4da3,Pro (B2C),Đang làm việc,37,"[""medicines"",""cosmetics"",""baby_mom"",""others""]",,,Nam Định,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,37,"[""medicines"",""cosmetics"",""baby_mom"",""others""]",,,Nam Định
1654648627,7,7,1.0,assignCodPicking → confirmTmpPickedPackageStatus → updatePickedByCod → PickupBill → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5fb35a97-5c00-432c-8a82-45650a784c65,Pro (B2C),Đang làm việc,56,"[""accessories_new""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,56,"[""accessories_new""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước
1829642100,7,7,1.0,assignCodPicking → confirmTmpPickedPackageStatus → PickupBill → updatePickedByCod → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5fb35a97-5c00-432c-8a82-45650a784c65,Pro (B2C),Đang làm việc,56,"[""accessories_new""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,56,"[""accessories_new""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước
1392291868,13,7,0.5384615384615384,updateDeliverWorkshiftByCod → checkPackageSealScanned → saveIsfrageImages → distributorCfmDeliver → checkPackageSealScanned → saveIsfrageImages → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → updateDeliverWorkshiftByCod → checkPackageSealScanned → saveIsfrageImages → distributorCfmDeliver,619b399c-4220-4b68-9830-4be90a6e4c24,Standard (C2C),Đang làm việc,43,"[""elec_accessories""]",Phường Phú Thạnh,Quận Tân Phú,TP Hồ Chí Minh,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,43,"[""elec_accessories""]",Phường Phú Thạnh,Quận Tân Phú,TP Hồ Chí Minh
1750098600,14,7,0.5,updateDeliverWorkshiftByCod → checkPackageSealScanned → saveIsfrageImages → distributorCfmDeliver → checkPackageSealScanned → saveIsfrageImages → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → checkPackageSealScanned → checkPackageSealScanned → checkPackageSealScanned → saveIsfrageImages → distributorCfmDeliver,9c0431db-e30a-4dac-82ff-423b81bd2648,Top Brand,Đang làm việc,29,,,,TP Hồ Chí Minh,Top Brand,Nhóm 2 - Trung bình,Đang làm việc,29,,,,TP Hồ Chí Minh
1367553150,9,7,0.7777777777777778,updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → privateNotePackage → feedbackReDelivery → confirmIssueHandovers → feedbackReDelivery → distributorCfmDeliver → privateNotePackage,e31c1e61-2d7f-4b79-bd2d-6708c7ac9301,Pro (B2C),Đang làm việc,16,"[""others""]",Phường Cổ Nhuế 1,Quận Từ Liêm,Hà Nội,Pro (B2C),Nhóm 2 - Trung bình,Đang làm việc,16,"[""others""]",Phường Cổ Nhuế 1,Quận Từ Liêm,Hà Nội
1180127645,7,7,1.0,verifySessionPackage → smartScaleScanningPackage → distributorCfmReturning → importStationByDistributer → ReturnBill → confirmTmpReturnedPackageStatus → updateReturnedByCod,61e570aa-0c3c-4fbe-b53c-42d50a6e4d57,Pro (B2C),Đang làm việc,41,"[""fashion_new"",""baby_mom""]",Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,41,"[""fashion_new"",""baby_mom""]",Phường Hoàng Liệt,Quận Hoàng Mai,Hà Nội
1056962983,7,7,1.0,assignCodPicking → PickupBill → confirmTmpPickedPackageStatus → updatePickedByCod → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5fb35a97-5c00-432c-8a82-45650a784c65,Pro (B2C),Đang làm việc,56,"[""accessories_new""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,56,"[""accessories_new""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước
1013010680,7,7,1.0,assignCodPicking → cfmDonePrepaymnet → PrepaymentBill → PickupCrossProvinceBill → confirmTmpPickedPackageStatus → updatePickedByCod → PickupBill,5c9b84c5-b200-4448-83a6-42b80a0a0210,Standard (C2C),Đang làm việc,76,"[""fashion"",""stationery"",""family""]",,,Hà Nội,Standard (C2C),Nhóm 3 - Lâu năm,Đang làm việc,76,"[""fashion"",""stationery"",""family""]",,,Hà Nội
1921361801,14,7,0.5,updateDeliverWorkshiftByCod → distributorCfmDeliver → updateDelayDeliveringByCod → RefundBill → confirmTmpDeliveredPackageStatus → distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → distributorCfmDeliver → RefundBill → updateNotDeliveredByCod → confirmTmpDeliveredPackageStatus → verifySessionPackage,622eb199-4948-45bc-b2a6-46ce0a6e4d75,Pro (B2C),Đang làm việc,40,"[""houseware""]",Phường Phúc La,Quận Hà Đông,Hà Nội,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,40,"[""houseware""]",Phường Phúc La,Quận Hà Đông,Hà Nội
1606859970,8,7,0.875,verifySessionPackage → verifySessionPackage → editPackage → changeCustomerFirstAddress → changeCustomerLastAddress → changeDelieverCartId → putPackages2Bag → assignBagWithIdentifyBag,61d3a32a-33b7-4ec0-b5c9-a2e99806083d,Pro (B2C),Đang làm việc,3,,phường Phú Diễn,Quận Từ Liêm,Hà Nội,Pro (B2C),Nhóm 1 - Mới,Đang làm việc,3,,phường Phú Diễn,Quận Từ Liêm,Hà Nội
1875067778,7,7,1.0,assignCodPicking → updatePickedByCod → PickupBill → confirmTmpPickedPackageStatus → putPackages2Bag → smartScaleScanningPackage → assignBagWithIdentifyBag,5fb35a97-5c00-432c-8a82-45650a784c65,Pro (B2C),Đang làm việc,56,"[""accessories_new""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,56,"[""accessories_new""]",Xã Phú Nghĩa,Huyện Bù Gia Mập,Bình Phước
4010456664,13,7,0.5384615384615384,distributorCfmDeliver → NVBCConfirmImageWorkshift → RefundBill → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → distributorCfmDeliver → NVBCConfirmImageWorkshift → updateDelayDeliveringByCod → confirmTmpDeliveredPackageStatus → RefundBill → saveIsfrageImages → updateDeliverWorkshiftByCod → distributorCfmDeliver,b3fcc7e6-a271-4cd6-8e72-6f89a883ad91,Top Brand,Đang làm việc,10,,Phường Minh Khai,Quận Hai Bà Trưng,Hà Nội,Top Brand,Nhóm 1 - Mới,Đang làm việc,10,,Phường Minh Khai,Quận Hai Bà Trưng,Hà Nội
1548263625,16,7,0.4375,distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → distributorCfmDeliver → confirmTmpDeliveredPackageStatus → updateDelayDeliveringByCod → RefundBill → distributorCfmDeliver → updateNotDeliveredByCod → RefundBill → confirmTmpDeliveredPackageStatus → verifySessionPackage → verifySessionPackage → verifySessionPackage → confirmPackageHandover,62a1796e-32f8-4968-9b20-42f60a6e4cd3,Pro (B2C),Đang làm việc,37,,,Quận 12,TP Hồ Chí Minh,Pro (B2C),Nhóm 3 - Lâu năm,Đang làm việc,37,,,Quận 12,TP Hồ Chí Minh
1544666869,9,7,0.7777777777777778,verifySessionPackage → updateDeliverWorkshiftByCod → distributorCfmDeliver → verifySessionPackage → verifySessionPackage → ChangeDeliverCodByConfirmDeliveringByOperator → updateDelayDeliveringByCod → RefundBill → confirmTmpDeliveredPackageStatus,bda75012-0892-4456-bdc2-28e766f291a3,Standard (C2C),Đang làm việc,7,"[""others""]",Phường 9,Quận 5,TP Hồ Chí Minh,Standard (C2C),Nhóm 1 - Mới,Đang làm việc,7,"[""others""]",Phường 9,Quận 5,TP Hồ Chí Minh
