pkg_order,action,username,length
1185301384,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1164481483,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1802832512,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1188675033,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1120755038,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1183196277,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1787653302,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1772330253,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1339410229,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1295611855,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1019576663,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1173789385,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1173081052,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1822570475,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1352330779,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1068548589,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1610401763,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1150330689,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1064620229,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1472710593,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1043534406,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1468829262,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1374081846,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1196067914,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1668378398,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1443220663,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1112703161,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1598992936,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1358206352,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1662861002,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1083240545,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1955806791,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1287382571,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1054541486,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1170247137,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1054103671,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1128824691,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1421393687,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1273940302,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1100705642,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1835616718,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1013359402,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1270704078,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1010999863,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1998293116,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1633477831,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1191214745,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1196411681,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1170655682,assignCodPicking -> distributorCfmReturning -> importStationByDistributer -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,6
1006703144,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1141892322,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1316720392,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1668465376,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1496105736,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1139996528,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1317698663,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1310746884,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1069572834,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1940417643,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1226153657,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1185624794,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1313346903,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1307618750,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1583167449,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1494458155,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1742964219,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1081504175,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1243018426,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1271100011,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1271999173,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1249101678,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1542007638,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1968486858,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1273921388,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1525868310,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1595702387,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1956907788,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1159061192,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1202535391,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1245614610,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1158287672,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1190018444,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1278510067,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1006519756,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1521476145,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1072822020,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1157167805,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1566848639,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1031555868,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1250612075,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1167129912,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1181639732,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1591777844,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1714188227,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1261658312,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1256814012,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1220937825,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1261888296,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1256229555,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1075036789,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1188202912,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1265067601,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1008565806,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1206761538,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1163488049,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1266323948,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1162491726,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1557097019,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1267300150,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1280133214,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1280410966,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1030629266,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1678947728,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1148261395,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1937756801,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1297587835,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1775272046,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1974843511,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1603394109,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1504727900,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1234278533,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1671890899,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1300350283,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1146149659,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1213112098,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1212980580,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1501239832,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1195376618,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1176162141,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1500467373,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1144502547,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1305151175,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1043073451,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1048718541,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1184035496,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1285989738,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1156705508,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1182816871,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1281681426,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1519077648,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1558848613,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1085767019,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1224237502,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1081434461,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1171669674,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1039041915,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1291342003,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1237661176,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1044072693,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1150484818,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1770768195,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1509341839,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1585797632,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1732921817,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1745546062,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1196258343,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1105057048,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1379732090,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1323474768,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1436853977,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1872822179,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1391656599,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1400627125,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1117359235,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1062865573,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1375959630,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1334789477,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1104653092,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1129454855,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1056483685,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1421188850,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1336489626,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1476628142,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1398467784,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1476010201,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1486888324,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1100879308,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1475391461,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1019595343,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1803207220,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1419521688,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1376795870,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1101112814,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1437962365,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1367238039,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1126067956,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1063315774,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1017009527,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1448046245,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1438689469,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1403897288,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1402958093,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1437991188,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1349154084,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1437920965,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1364356053,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1368853465,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1638627908,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1318024722,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1405559031,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1414649510,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1124334863,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1054029877,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1431208758,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1405704268,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1617312848,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1360405042,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1621689812,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1050852432,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1344029841,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1460597360,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1341409521,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1321014848,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1108063207,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1460524891,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1433322936,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1371940478,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1430284440,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1799274523,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1103813721,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1121028401,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1345662982,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1631296870,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1464573115,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1469805507,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1800066726,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1320377691,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1344793144,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1103246796,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1469002353,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1473619134,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1409211300,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1859205748,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1054647146,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1318909051,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1091208830,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1665883407,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1350261702,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1799428959,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1340218758,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1101597334,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1442171128,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1385220998,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1013215822,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1351266429,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1340329347,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1101998013,assignCodPicking -> distributorCfmReturning -> importStationByDistributer,quanvc5,3
1089701051,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1156350221,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1344820122,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1619948906,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1470341675,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1042458768,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1682354867,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1348908489,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1172818124,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1602609354,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1868171331,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1454560944,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1143378589,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1294331401,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1013161565,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1803959764,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1336463840,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1457664999,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1583452097,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1055563346,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1104722873,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1211481035,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1431241562,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1470976907,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1215958078,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1122607368,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1254967202,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1141225890,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1042074694,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1252671236,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
1050328991,assignCodPicking -> confirmTmpReturnedPackageStatus -> updateReturnedByCod -> ReturnBill,quanvc5,4
